prompt_key,cell_id,model,taxonomic_level,familiarity,dispute_block,genus,family,order,ioc_count,authority_min,authority_max,authority_spread,ioc_genus,ioc_family,ioc_order,p10,p50,p90,interval_width,relative_interval_width,covers_authority_span,ioc_in_interval,confidence,crps,crps_relative,mean_pinball_loss,median_abs_error,median_abs_error_relative,signed_error_relative,latency_ms
urotriorchis_accipitridae_genus,urotriorchis_accipitridae,gpt-4o-mini,genus,obscure,undisputed,Urotriorchis,Accipitridae,Accipitriformes,1.0,1,1,0,1,254,263,1.0,2.0,3.0,2.0,2.0,True,True,0.8,0.2333333333333333,0.2333333333333333,0.2333333333333333,1.0,1.0,1.0,1264.4730999600142
xenoglaux_strigidae_genus,xenoglaux_strigidae,gpt-4o-mini,genus,obscure,undisputed,Xenoglaux,Strigidae,Strigiformes,1.0,1,1,0,1,236,256,1.0,1.0,2.0,1.0,1.0,True,True,0.9,0.033333333333333326,0.033333333333333326,0.033333333333333326,0.0,0.0,0.0,1656.2660000054166
order_accipitriformes,accipiter_accipitridae,gpt-4o-mini,order,,disputed,Accipiter,Accipitridae,Accipitriformes,263.0,250,263,13,9,254,263,200.0,250.0,300.0,100.0,0.38022813688212925,True,True,0.85,5.5,0.02091254752851711,5.5,13.0,0.049429657794676805,-0.049429657794676805,1329.1730000637472
order_anseriformes,anas_anatidae,gpt-4o-mini,order,,disputed,Anas,Anatidae,Anseriformes,178.0,166,178,12,32,174,178,150.0,180.0,210.0,60.0,0.33707865168539325,True,True,0.85,2.3333333333333335,0.013108614232209739,2.3333333333333335,2.0,0.011235955056179775,0.011235955056179775,1396.536299958825
order_apodiformes,archilochus_trochilidae,gpt-4o-mini,order,,disputed,Archilochus,Trochilidae,Apodiformes,478.0,432,478,46,2,366,478,100.0,120.0,150.0,50.0,0.10460251046025104,False,False,0.85,170.66666666666666,0.35704323570432356,170.66666666666666,358.0,0.7489539748953975,-0.7489539748953975,1563.0637999856845
order_charadriiformes,fratercula_alcidae,gpt-4o-mini,order,,disputed,Fratercula,Alcidae,Charadriiformes,394.0,374,394,20,3,25,394,200.0,250.0,300.0,100.0,0.25380710659898476,False,False,0.85,58.666666666666664,0.14890016920473773,58.666666666666664,144.0,0.36548223350253806,-0.36548223350253806,1458.4612000035122
order_columbiformes,columba_columbidae,gpt-4o-mini,order,,disputed,Columba,Columbidae,Columbiformes,352.0,316,352,36,34,352,352,250.0,300.0,350.0,100.0,0.2840909090909091,False,False,0.85,12.666666666666666,0.03598484848484848,12.666666666666666,52.0,0.14772727272727273,-0.14772727272727273,1712.5906000146642
order_falconiformes,falco_falconidae,gpt-4o-mini,order,,disputed,Falco,Falconidae,Falconiformes,65.0,64,65,1,39,65,65,60.0,65.0,70.0,10.0,0.15384615384615385,True,True,0.8,0.3333333333333333,0.005128205128205128,0.3333333333333333,0.0,0.0,0.0,1580.5207999655977
order_passeriformes,corvus_corvidae,gpt-4o-mini,order,,disputed,Corvus,Corvidae,Passeriformes,6758.0,6020,6758,738,50,138,6758,5500.0,6000.0,6500.0,1000.0,0.1479727730097662,False,False,0.85,245.66666666666666,0.03635197790273256,245.66666666666666,758.0,0.11216336194140278,-0.11216336194140278,1727.2611999651417
order_piciformes,ramphastos_ramphastidae,gpt-4o-mini,order,,disputed,Ramphastos,Ramphastidae,Piciformes,444.0,406,444,38,8,38,444,60.0,75.0,90.0,30.0,0.06756756756756757,False,False,0.85,180.5,0.40653153153153154,180.5,369.0,0.831081081081081,-0.831081081081081,1425.041600014083
order_psittaciformes,amazona_psittacidae,gpt-4o-mini,order,,disputed,Amazona,Psittacidae,Psittaciformes,409.0,379,409,30,32,181,409,350.0,400.0,450.0,100.0,0.24449877750611246,True,True,0.85,4.833333333333333,0.011817440912795435,4.833333333333333,9.0,0.022004889975550123,-0.022004889975550123,1450.6140999728814
order_strigiformes,bubo_strigidae,gpt-4o-mini,order,,disputed,Bubo,Strigidae,Strigiformes,256.0,214,256,42,12,236,256,200.0,250.0,300.0,100.0,0.390625,True,True,0.85,4.333333333333333,0.016927083333333332,4.333333333333333,6.0,0.0234375,-0.0234375,1358.8150000432506
family_accipitridae,accipiter_accipitridae,gpt-4o,family,,disputed,Accipiter,Accipitridae,Accipitriformes,254.0,241,254,13,9,254,263,230.0,250.0,270.0,40.0,0.15748031496062992,True,True,0.8,2.0,0.007874015748031496,2.0,4.0,0.015748031496062992,-0.015748031496062992,1951.013999991119
family_alcidae,fratercula_alcidae,gpt-4o,family,,undisputed,Fratercula,Alcidae,Charadriiformes,25.0,25,25,0,3,25,394,21.0,23.0,25.0,4.0,0.16,True,True,0.8,0.4666666666666666,0.018666666666666665,0.4666666666666666,2.0,0.08,-0.08,1303.906899993308
family_anatidae,anas_anatidae,gpt-4o,family,,disputed,Anas,Anatidae,Anseriformes,174.0,162,174,12,32,174,178,150.0,170.0,190.0,40.0,0.22988505747126436,True,True,0.8,2.0,0.011494252873563218,2.0,4.0,0.022988505747126436,-0.022988505747126436,1473.8774000434205
family_columbidae,columba_columbidae,gpt-4o,family,,disputed,Columba,Columbidae,Columbiformes,352.0,316,352,36,34,352,352,300.0,350.0,400.0,100.0,0.2840909090909091,True,True,0.8,3.6666666666666665,0.010416666666666666,3.6666666666666665,2.0,0.005681818181818182,-0.005681818181818182,1149.974999949336
family_corvidae,corvus_corvidae,gpt-4o,family,,disputed,Corvus,Corvidae,Passeriformes,138.0,123,138,15,50,138,6758,110.0,130.0,150.0,40.0,0.2898550724637681,True,True,0.8,2.6666666666666665,0.01932367149758454,2.6666666666666665,8.0,0.057971014492753624,-0.057971014492753624,1365.2718999655917
family_falconidae,falco_falconidae,gpt-4o,family,,disputed,Falco,Falconidae,Falconiformes,65.0,64,65,1,39,65,65,60.0,65.0,70.0,10.0,0.15384615384615385,True,True,0.8,0.3333333333333333,0.005128205128205128,0.3333333333333333,0.0,0.0,0.0,1510.3413000470027
family_fringillidae,fringilla_fringillidae,gpt-4o,family,,disputed,Fringilla,Fringillidae,Passeriformes,238.0,220,238,18,8,238,6758,200.0,220.0,240.0,40.0,0.16806722689075632,True,True,0.8,4.333333333333333,0.018207282913165264,4.333333333333333,18.0,0.07563025210084033,-0.07563025210084033,1046.4823000365868
family_pittidae,pitta_pittidae,gpt-4o,family,,disputed,Pitta,Pittidae,Passeriformes,46.0,29,46,17,20,46,6758,30.0,42.0,50.0,20.0,0.43478260869565216,False,True,0.8,1.3333333333333333,0.02898550724637681,1.3333333333333333,4.0,0.08695652173913043,-0.08695652173913043,1389.0367000130937
family_psittacidae,amazona_psittacidae,gpt-4o,family,,disputed,Amazona,Psittacidae,Psittaciformes,181.0,167,181,14,32,181,409,350.0,400.0,450.0,100.0,0.5524861878453039,False,False,0.8,96.16666666666667,0.5313075506445673,96.16666666666667,219.0,1.2099447513812154,1.2099447513812154,1106.88300000038
family_ramphastidae,ramphastos_ramphastidae,gpt-4o,family,,disputed,Ramphastos,Ramphastidae,Piciformes,38.0,34,38,4,8,38,444,35.0,42.0,50.0,15.0,0.39473684210526316,False,True,0.8,1.1666666666666665,0.030701754385964907,1.1666666666666665,4.0,0.10526315789473684,0.10526315789473684,1549.6365999570116
family_strigidae,bubo_strigidae,gpt-4o,family,,disputed,Bubo,Strigidae,Strigiformes,236.0,196,236,40,12,236,256,180.0,200.0,220.0,40.0,0.1694915254237288,False,False,0.8,12.666666666666666,0.05367231638418079,12.666666666666666,36.0,0.15254237288135594,-0.15254237288135594,3174.576499965042
family_trochilidae,archilochus_trochilidae,gpt-4o,family,,disputed,Archilochus,Trochilidae,Apodiformes,366.0,335,366,31,2,366,478,320.0,360.0,400.0,80.0,0.2185792349726776,True,True,0.8,3.6666666666666665,0.010018214936247723,3.6666666666666665,6.0,0.01639344262295082,-0.01639344262295082,1129.7610000474378
accipiter_accipitridae_genus,accipiter_accipitridae,gpt-4o,genus,well_known,disputed,Accipiter,Accipitridae,Accipitriformes,9.0,6,9,3,9,254,263,40.0,50.0,60.0,20.0,2.2222222222222223,False,False,0.8,17.833333333333336,1.9814814814814818,17.833333333333336,41.0,4.555555555555555,4.555555555555555,1008.0665999557823
amazona_psittacidae_genus,amazona_psittacidae,gpt-4o,genus,well_known,disputed,Amazona,Psittacidae,Psittaciformes,32.0,30,32,2,32,181,409,25.0,30.0,35.0,10.0,0.3125,True,True,0.8,0.6666666666666666,0.020833333333333332,0.6666666666666666,2.0,0.0625,-0.0625,1113.1723000435159
anas_anatidae_genus,anas_anatidae,gpt-4o,genus,well_known,disputed,Anas,Anatidae,Anseriformes,32.0,26,32,6,32,174,178,25.0,35.0,45.0,20.0,0.625,True,True,0.7,1.1666666666666667,0.036458333333333336,1.1666666666666667,3.0,0.09375,0.09375,1132.9969000071287
archilochus_trochilidae_genus,archilochus_trochilidae,gpt-4o,genus,well_known,undisputed,Archilochus,Trochilidae,Apodiformes,2.0,2,2,0,2,366,478,2.0,2.0,3.0,1.0,0.5,True,True,0.9,0.033333333333333326,0.016666666666666663,0.033333333333333326,0.0,0.0,0.0,1537.9448999883607
bolborhynchus_psittacidae_genus,bolborhynchus_psittacidae,gpt-4o,genus,obscure,undisputed,Bolborhynchus,Psittacidae,Psittaciformes,3.0,3,3,0,3,181,409,2.0,3.0,4.0,2.0,0.6666666666666666,True,True,0.8,0.06666666666666667,0.022222222222222223,0.06666666666666667,0.0,0.0,0.0,1131.5032000420615
bubo_strigidae_genus,bubo_strigidae,gpt-4o,genus,well_known,disputed,Bubo,Strigidae,Strigiformes,12.0,7,12,5,12,236,256,10.0,12.0,15.0,5.0,0.4166666666666667,False,True,0.8,0.16666666666666666,0.013888888888888888,0.16666666666666666,0.0,0.0,0.0,1968.5847000218928
carpodacus_fringillidae_genus,carpodacus_fringillidae,gpt-4o,genus,obscure,disputed,Carpodacus,Fringillidae,Passeriformes,28.0,26,28,2,28,238,6758,20.0,25.0,30.0,10.0,0.35714285714285715,True,True,0.7,0.8333333333333334,0.029761904761904764,0.8333333333333334,3.0,0.10714285714285714,-0.10714285714285714,1269.8862000834197
chaetocercus_trochilidae_genus,chaetocercus_trochilidae,gpt-4o,genus,obscure,undisputed,Chaetocercus,Trochilidae,Apodiformes,6.0,6,6,0,6,366,478,5.0,6.0,7.0,2.0,0.3333333333333333,True,True,0.8,0.06666666666666667,0.011111111111111112,0.06666666666666667,0.0,0.0,0.0,1217.5357999512926
claravis_columbidae_genus,claravis_columbidae,gpt-4o,genus,obscure,undisputed,Claravis,Columbidae,Columbiformes,1.0,1,1,0,1,352,352,2.0,3.0,4.0,2.0,2.0,False,False,0.8,0.7333333333333333,0.7333333333333333,0.7333333333333333,2.0,2.0,2.0,1348.260400001891
columba_columbidae_genus,columba_columbidae,gpt-4o,genus,well_known,undisputed,Columba,Columbidae,Columbiformes,34.0,34,34,0,34,352,352,30.0,35.0,40.0,10.0,0.29411764705882354,True,True,0.7,0.5,0.014705882352941176,0.5,1.0,0.029411764705882353,0.029411764705882353,1185.9805999556556
corvus_corvidae_genus,corvus_corvidae,gpt-4o,genus,well_known,disputed,Corvus,Corvidae,Passeriformes,50.0,41,50,9,50,138,6758,40.0,45.0,50.0,10.0,0.2,True,True,0.8,1.1666666666666667,0.023333333333333334,1.1666666666666667,5.0,0.1,-0.1,1052.2275000112131
erythropitta_pittidae_genus,erythropitta_pittidae,gpt-4o,genus,obscure,disputed,Erythropitta,Pittidae,Passeriformes,13.0,5,13,8,13,46,6758,8.0,10.0,12.0,4.0,0.3076923076923077,False,False,0.8,0.9666666666666667,0.07435897435897436,0.9666666666666667,3.0,0.23076923076923078,-0.23076923076923078,1194.521899917163
falco_falconidae_genus,falco_falconidae,gpt-4o,genus,well_known,disputed,Falco,Falconidae,Falconiformes,39.0,38,39,1,39,65,65,35.0,40.0,45.0,10.0,0.2564102564102564,True,True,0.8,0.5,0.01282051282051282,0.5,1.0,0.02564102564102564,0.02564102564102564,1062.3954999027774
fratercula_alcidae_genus,fratercula_alcidae,gpt-4o,genus,well_known,undisputed,Fratercula,Alcidae,Charadriiformes,3.0,3,3,0,3,25,394,2.0,3.0,4.0,2.0,0.6666666666666666,True,True,0.9,0.06666666666666667,0.022222222222222223,0.06666666666666667,0.0,0.0,0.0,1124.482600018382
fringilla_fringillidae_genus,fringilla_fringillidae,gpt-4o,genus,well_known,disputed,Fringilla,Fringillidae,Passeriformes,8.0,3,8,5,8,238,6758,2.0,3.0,4.0,2.0,0.25,False,False,0.8,2.2333333333333334,0.2791666666666667,2.2333333333333334,5.0,0.625,-0.625,1035.8293000608683
microhierax_falconidae_genus,microhierax_falconidae,gpt-4o,genus,obscure,undisputed,Microhierax,Falconidae,Falconiformes,5.0,5,5,0,5,65,65,4.0,5.0,6.0,2.0,0.4,True,True,0.8,0.06666666666666667,0.013333333333333332,0.06666666666666667,0.0,0.0,0.0,1345.1606000307947
nucifraga_corvidae_genus,nucifraga_corvidae,gpt-4o,genus,obscure,disputed,Nucifraga,Corvidae,Passeriformes,4.0,2,4,2,4,138,6758,2.0,3.0,4.0,2.0,0.5,True,True,0.8,0.2333333333333333,0.05833333333333333,0.2333333333333333,1.0,0.25,-0.25,1395.05240006838
pitta_pittidae_genus,pitta_pittidae,gpt-4o,genus,well_known,disputed,Pitta,Pittidae,Passeriformes,20.0,13,20,7,20,46,6758,30.0,35.0,40.0,10.0,0.5,False,False,0.8,6.166666666666667,0.30833333333333335,6.166666666666667,15.0,0.75,0.75,1134.4061999116093
ramphastos_ramphastidae_genus,ramphastos_ramphastidae,gpt-4o,genus,well_known,disputed,Ramphastos,Ramphastidae,Piciformes,8.0,7,8,1,8,38,444,5.0,7.0,9.0,4.0,0.5,True,True,0.8,0.3,0.0375,0.3,1.0,0.125,-0.125,1082.0377001073211
sarkidiornis_anatidae_genus,sarkidiornis_anatidae,gpt-4o,genus,obscure,disputed,Sarkidiornis,Anatidae,Anseriformes,2.0,1,2,1,2,174,178,1.0,2.0,3.0,2.0,1.0,True,True,0.8,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,1301.1699999915436
selenidera_ramphastidae_genus,selenidera_ramphastidae,gpt-4o,genus,obscure,undisputed,Selenidera,Ramphastidae,Piciformes,6.0,6,6,0,6,38,444,5.0,6.0,7.0,2.0,0.3333333333333333,True,True,0.8,0.06666666666666667,0.011111111111111112,0.06666666666666667,0.0,0.0,0.0,1152.4048000574112
synthliboramphus_alcidae_genus,synthliboramphus_alcidae,gpt-4o,genus,obscure,undisputed,Synthliboramphus,Alcidae,Charadriiformes,5.0,5,5,0,5,25,394,4.0,5.0,6.0,2.0,0.4,True,True,0.8,0.06666666666666667,0.013333333333333332,0.06666666666666667,0.0,0.0,0.0,1203.7416000384837
urotriorchis_accipitridae_genus,urotriorchis_accipitridae,gpt-4o,genus,obscure,undisputed,Urotriorchis,Accipitridae,Accipitriformes,1.0,1,1,0,1,254,263,1.0,1.0,1.0,0.0,0.0,True,True,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1116.4293000474572
xenoglaux_strigidae_genus,xenoglaux_strigidae,gpt-4o,genus,obscure,undisputed,Xenoglaux,Strigidae,Strigiformes,1.0,1,1,0,1,236,256,1.0,1.0,1.0,0.0,0.0,True,True,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1301.2752000940964
order_accipitriformes,accipiter_accipitridae,gpt-4o,order,,disputed,Accipiter,Accipitridae,Accipitriformes,263.0,250,263,13,9,254,263,230.0,250.0,270.0,40.0,0.1520912547528517,True,True,0.8,3.5,0.013307984790874524,3.5,13.0,0.049429657794676805,-0.049429657794676805,1248.8216999918222
order_anseriformes,anas_anatidae,gpt-4o,order,,disputed,Anas,Anatidae,Anseriformes,178.0,166,178,12,32,174,178,160.0,170.0,180.0,20.0,0.11235955056179775,True,True,0.8,2.0,0.011235955056179775,2.0,8.0,0.0449438202247191,-0.0449438202247191,1306.08949996531
order_apodiformes,archilochus_trochilidae,gpt-4o,order,,disputed,Archilochus,Trochilidae,Apodiformes,478.0,432,478,46,2,366,478,420.0,450.0,480.0,60.0,0.12552301255230125,True,True,0.8,6.666666666666667,0.01394700139470014,6.666666666666667,28.0,0.058577405857740586,-0.058577405857740586,1130.9698999393731
order_charadriiformes,fratercula_alcidae,gpt-4o,order,,disputed,Fratercula,Alcidae,Charadriiformes,394.0,374,394,20,3,25,394,350.0,380.0,410.0,60.0,0.15228426395939088,True,True,0.8,4.333333333333333,0.010998307952622672,4.333333333333333,14.0,0.03553299492385787,-0.03553299492385787,1125.7689000340179
order_columbiformes,columba_columbidae,gpt-4o,order,,disputed,Columba,Columbidae,Columbiformes,352.0,316,352,36,34,352,352,300.0,350.0,400.0,100.0,0.2840909090909091,True,True,0.8,3.6666666666666665,0.010416666666666666,3.6666666666666665,2.0,0.005681818181818182,-0.005681818181818182,1153.1161000020802
order_falconiformes,falco_falconidae,gpt-4o,order,,disputed,Falco,Falconidae,Falconiformes,65.0,64,65,1,39,65,65,60.0,65.0,70.0,10.0,0.15384615384615385,True,True,0.8,0.3333333333333333,0.005128205128205128,0.3333333333333333,0.0,0.0,0.0,1011.8223000317812
order_passeriformes,corvus_corvidae,gpt-4o,order,,disputed,Corvus,Corvidae,Passeriformes,6758.0,6020,6758,738,50,138,6758,5000.0,6000.0,7000.0,2000.0,0.2959455460195324,True,True,0.8,193.0,0.028558745190884877,193.0,758.0,0.11216336194140278,-0.11216336194140278,1180.9780000476167
order_piciformes,ramphastos_ramphastidae,gpt-4o,order,,disputed,Ramphastos,Ramphastidae,Piciformes,444.0,406,444,38,8,38,444,400.0,450.0,500.0,100.0,0.22522522522522523,True,True,0.7,4.333333333333333,0.009759759759759758,4.333333333333333,6.0,0.013513513513513514,0.013513513513513514,972.6648000068963
order_psittaciformes,amazona_psittacidae,gpt-4o,order,,disputed,Amazona,Psittacidae,Psittaciformes,409.0,379,409,30,32,181,409,350.0,400.0,450.0,100.0,0.24449877750611246,True,True,0.8,4.833333333333333,0.011817440912795435,4.833333333333333,9.0,0.022004889975550123,-0.022004889975550123,1046.438599936664
order_strigiformes,bubo_strigidae,gpt-4o,order,,disputed,Bubo,Strigidae,Strigiformes,256.0,214,256,42,12,236,256,220.0,240.0,260.0,40.0,0.15625,False,True,0.8,4.0,0.015625,4.0,16.0,0.0625,-0.0625,1054.1020999662578
